purpose,injuries,phase,year
Business,2,Maneuvering,2002
Personal,1,Approach,2002
Air Drop,1,Maneuvering,2002
Personal,1,Landing,2002
Personal,1,Cruise,2002
Personal,1,Maneuvering,2002
Other Work Use,3,Maneuvering,2002
Personal,1,Cruise,2002
Personal,2,Cruise,2002
Personal,1,Maneuvering,2002
Aerial Observation,1,Takeoff,2002
,4,Cruise,2002
Air Race/show,1,Maneuvering,2002
Other Work Use,1,Maneuvering,2002
Personal,2,Maneuvering,2002
Ferry,1,Takeoff,2002
Business,2,Climb,2002
Personal,3,Go-around,2002
Instructional,3,Takeoff,2002
Personal,1,Climb,2002
Personal,2,Approach,2002
Personal,1,Climb,2002
Personal,1,Approach,2002
Personal,2,Descent,2002
Instructional,1,Approach,2002
Positioning,2,Cruise,2002
Personal,1,Cruise,2002
Personal,2,Descent,2002
Personal,1,Takeoff,2002
Personal,2,Maneuvering,2002
Instructional,2,Maneuvering,2002
Aerial Application,1,Maneuvering,2002
Instructional,2,Maneuvering,2002
Business,1,Maneuvering,2002
Personal,2,Cruise,2002
Air Race/show,1,Maneuvering,2002
Personal,1,Takeoff,2002
Business,1,Maneuvering,2002
Ferry,1,Takeoff,2002
Personal,1,Climb,2002
Personal,1,Approach,2002
Instructional,1,Maneuvering,2002
Personal,1,Approach,2002
Personal,2,Maneuvering,2002
Personal,3,Maneuvering,2002
Personal,1,Cruise,2002
Personal,1,Cruise,2002
Personal,1,Climb,2002
Personal,1,Cruise,2002
Business,2,Landing,2002
Personal,2,Approach,2002
Personal,1,Landing,2002
Personal,3,Takeoff,2002
Personal,6,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,2,Cruise,2002
,1,Cruise,2002
,8,Approach,2002
Personal,3,Approach,2002
Instructional,2,Cruise,2002
Personal,1,Takeoff,2002
Personal,1,Cruise,2002
Personal,1,Climb,2002
Personal,1,Cruise,2002
Business,3,Maneuvering,2002
Personal,2,Unknown,2002
Personal,1,Maneuvering,2002
Personal,2,Approach,2002
Personal,1,Approach,2002
Personal,1,Approach,2002
Personal,1,Cruise,2002
Personal,1,Cruise,2002
Positioning,2,Approach,2002
Personal,4,Cruise,2002
Personal,2,Unknown,2002
Air Race/show,1,Cruise,2002
Personal,2,Go-around,2002
Personal,2,Takeoff,2002
Business,1,Approach,2002
Personal,2,Approach,2002
Personal,1,Approach,2002
Personal,1,Cruise,2002
Personal,2,Cruise,2002
Instructional,1,Descent,2002
Business,1,Cruise,2002
Personal,1,Approach,2002
Personal,3,Cruise,2002
Business,1,Climb,2002
Personal,1,Approach,2002
Personal,2,Cruise,2002
Personal,2,Takeoff,2002
Personal,2,Cruise,2002
Personal,2,Approach,2002
Personal,5,Cruise,2002
Aerial Observation,1,Maneuvering,2002
Flight Test,2,Climb,2002
,1,Descent,2002
Instructional,1,Maneuvering,2002
,1,Takeoff,2002
Positioning,1,Maneuvering,2002
Business,2,Cruise,2002
Personal,1,Cruise,2002
Personal,2,Go-around,2002
Personal,2,Takeoff,2002
Ferry,3,Approach,2002
Personal,2,Maneuvering,2002
Personal,1,Maneuvering,2002
Personal,1,Unknown,2002
Personal,2,Approach,2002
,1,Approach,2002
Public Aircraft,1,Maneuvering,2002
Personal,2,Cruise,2002
Personal,1,Cruise,2002
Personal,4,Cruise,2002
Personal,2,Cruise,2002
Personal,1,Descent,2002
Positioning,1,Approach,2002
Personal,2,Cruise,2002
Personal,1,Landing,2002
Personal,2,Maneuvering,2002
Personal,1,Takeoff,2002
Personal,1,Climb,2002
Personal,1,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,2,Takeoff,2003
Personal,1,Cruise,2003
Personal,1,Maneuvering,2003
Personal,4,Cruise,2003
Personal,1,Maneuvering,2003
,21,Takeoff,2003
Unknown,1,Unknown,2003
Positioning,2,Maneuvering,2003
Air Race/show,2,Approach,2003
Personal,1,Climb,2003
Personal,2,Unknown,2003
,1,Approach,2003
Personal,1,Maneuvering,2003
Personal,4,Maneuvering,2003
Personal,2,Maneuvering,2003
Aerial Observation,1,Maneuvering,2003
Personal,1,Approach,2003
Personal,4,Cruise,2003
Instructional,1,Maneuvering,2003
Flight Test,1,Approach,2003
Personal,1,Cruise,2003
Personal,5,Climb,2003
Instructional,1,Cruise,2003
Personal,2,Cruise,2003
Other Work Use,4,Maneuvering,2003
Personal,2,Takeoff,2003
,1,Standing,2003
Positioning,1,Maneuvering,2003
Instructional,2,Approach,2003
Personal,1,Approach,2003
Personal,2,Maneuvering,2003
Business,3,Cruise,2003
Positioning,3,Descent,2003
Personal,1,Cruise,2003
Executive/corporate,3,Approach,2003
,2,Cruise,2003
Personal,4,Cruise,2003
Other Work Use,1,Maneuvering,2003
Personal,1,Landing,2003
Personal,1,Maneuvering,2003
Personal,2,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Landing,2003
,1,Standing,2003
Personal,2,Maneuvering,2003
Personal,2,Approach,2003
Personal,1,Descent,2003
Positioning,1,Takeoff,2003
Personal,1,Cruise,2003
Business,1,Cruise,2003
Personal,1,Maneuvering,2003
Personal,2,Maneuvering,2003
Business,3,Approach,2003
Personal,5,Takeoff,2003
Personal,4,Cruise,2003
Personal,2,Descent,2003
Personal,2,Cruise,2003
Personal,4,Approach,2003
Personal,2,Takeoff,2003
Personal,3,Approach,2003
Personal,1,Approach,2003
Personal,2,Cruise,2003
Personal,3,Approach,2003
Business,1,Standing,2003
Personal,3,Cruise,2003
Personal,1,Maneuvering,2003
Personal,3,Cruise,2003
Personal,2,Cruise,2003
Personal,3,Cruise,2003
Other Work Use,1,Maneuvering,2003
Personal,1,Approach,2003
Personal,1,Approach,2003
Personal,1,Takeoff,2003
Instructional,2,Maneuvering,2003
Air Race/show,1,Maneuvering,2003
Instructional,1,Takeoff,2003
Other Work Use,1,Maneuvering,2003
Personal,4,Maneuvering,2003
Public Aircraft,2,Maneuvering,2003
Personal,1,Cruise,2003
Positioning,2,Cruise,2003
Business,3,Cruise,2003
Personal,3,Descent,2003
Personal,6,Approach,2003
Instructional,2,Maneuvering,2003
Personal,2,Climb,2003
Business,2,Approach,2003
Instructional,3,Approach,2003
Aerial Application,1,Landing,2003
Business,2,Cruise,2003
Instructional,2,Descent,2003
Personal,1,Cruise,2003
Personal,2,Cruise,2003
Personal,1,Approach,2003
Instructional,3,Maneuvering,2003
Instructional,3,Takeoff,2003
Personal,2,Maneuvering,2003
Instructional,3,Approach,2003
Personal,1,Maneuvering,2003
Personal,1,Maneuvering,2003
Instructional,2,Maneuvering,2003
Executive/corporate,1,Approach,2003
Business,2,Cruise,2003
Instructional,2,Takeoff,2003
Flight Test,1,Descent,2003
Personal,2,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Public Aircraft,1,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Approach,2003
Instructional,2,Maneuvering,2003
Personal,2,Cruise,2003
Personal,2,Cruise,2003
Positioning,1,Descent,2003
Personal,3,Approach,2003
Personal,4,Maneuvering,2003
Personal,1,Taxi,2003
Personal,1,Cruise,2003
Personal,1,Cruise,2003
Personal,2,Cruise,2003
Other Work Use,1,Cruise,2003
Personal,2,Climb,2003
Personal,1,Maneuvering,2003
Business,1,Unknown,2003
Personal,2,Maneuvering,2003
Personal,4,Takeoff,2003
Personal,4,Maneuvering,2003
Instructional,1,Landing,2003
,4,Cruise,2003
,1,Cruise,2003
Aerial Observation,2,Cruise,2003
Air Race/show,1,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,2,Maneuvering,2003
Aerial Observation,2,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Maneuvering,2003
Personal,5,Climb,2003
Personal,1,Takeoff,2003
Positioning,1,Takeoff,2003
Personal,2,Takeoff,2003
Personal,1,Maneuvering,2003
Instructional,3,Descent,2003
Personal,1,Cruise,2003
Personal,2,Cruise,2003
Personal,1,Approach,2003
Personal,2,Takeoff,2003
Instructional,2,Takeoff,2003
Personal,2,Cruise,2003
Aerial Application,1,Maneuvering,2003
Personal,2,Cruise,2003
Personal,1,Maneuvering,2003
Other Work Use,4,Takeoff,2003
,4,Cruise,2003
Positioning,1,Takeoff,2003
Personal,2,Maneuvering,2003
Personal,2,Takeoff,2003
Personal,5,Cruise,2003
Personal,2,Cruise,2003
Personal,1,Landing,2003
Personal,1,Maneuvering,2003
Personal,1,Approach,2003
Skydiving,1,Maneuvering,2003
Personal,3,Go-around,2003
Personal,1,Approach,2003
Personal,2,Cruise,2003
Aerial Application,1,Maneuvering,2003
Business,3,Cruise,2003
Personal,1,Cruise,2003
,3,Unknown,2003
Personal,1,Approach,2003
Personal,2,Approach,2003
Personal,2,Descent,2003
Personal,1,Cruise,2003
Personal,2,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,2,Approach,2003
Personal,1,Maneuvering,2003
Personal,5,Cruise,2003
Personal,1,Cruise,2003
Personal,1,Takeoff,2003
Personal,3,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,2,Descent,2003
Personal,2,Cruise,2003
Personal,3,Takeoff,2003
Instructional,2,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,2,Landing,2003
Business,2,Approach,2003
,1,Landing,2003
Personal,4,Cruise,2003
Personal,1,Maneuvering,2003
Instructional,1,Climb,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,1,Takeoff,2003
Personal,1,Landing,2003
Personal,3,Climb,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,1,Descent,2003
Personal,1,Unknown,2003
Positioning,1,Takeoff,2003
,5,Maneuvering,2003
Public Aircraft,1,Cruise,2003
Public Aircraft,2,Approach,2003
Personal,4,Takeoff,2003
Unknown,1,Takeoff,2003
Personal,1,Climb,2003
Personal,1,Takeoff,2003
Personal,1,Climb,2003
Personal,2,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Landing,2003
Positioning,2,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Approach,2003
Personal,1,Takeoff,2003
Personal,2,Approach,2003
Personal,1,Takeoff,2003
Personal,3,Takeoff,2003
,3,Takeoff,2003
Aerial Application,1,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,2,Unknown,2003
,2,Maneuvering,2003
Personal,2,Cruise,2003
Personal,2,Maneuvering,2003
Personal,2,Unknown,2003
Aerial Application,1,Maneuvering,2003
Business,2,Approach,2003
Personal,3,Cruise,2003
Personal,1,Cruise,2003
Personal,1,Go-around,2003
Instructional,1,Cruise,2003
Personal,2,Approach,2003
Positioning,2,Takeoff,2003
Flight Test,1,Takeoff,2003
Personal,2,Approach,2003
Personal,1,Approach,2003
Instructional,2,Maneuvering,2003
Personal,2,Takeoff,2003
Personal,3,Go-around,2003
Personal,2,Landing,2003
Personal,3,Cruise,2003
Personal,1,Maneuvering,2003
Personal,2,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,1,Maneuvering,2003
,1,Standing,2003
Aerial Application,1,Maneuvering,2003
Personal,1,Descent,2003
Personal,2,Maneuvering,2003
Other Work Use,3,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,2,Go-around,2003
Personal,1,Descent,2003
Instructional,1,Climb,2003
Personal,1,Takeoff,2003
Positioning,1,Landing,2003
,7,Maneuvering,2003
Instructional,3,Maneuvering,2003
Personal,2,Unknown,2003
,1,Go-around,2003
Personal,1,Takeoff,2003
Personal,2,Climb,2003
Instructional,2,Maneuvering,2003
Personal,2,Approach,2003
Personal,2,Cruise,2003
Personal,1,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,2,Climb,2003
Personal,1,Go-around,2003
Positioning,2,Maneuvering,2003
Personal,2,Cruise,2003
Personal,2,Maneuvering,2003
Aerial Observation,2,Maneuvering,2003
Personal,2,Cruise,2003
Personal,1,Maneuvering,2003
Personal,2,Cruise,2003
,3,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,1,Approach,2003
Personal,1,Maneuvering,2003
Personal,1,Descent,2003
Other Work Use,2,Maneuvering,2003
Personal,2,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,2,Maneuvering,2003
Air Race/show,1,Maneuvering,2003
Instructional,2,Approach,2003
Personal,1,Maneuvering,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Personal,1,Takeoff,2003
Instructional,1,Takeoff,2003
Personal,2,Maneuvering,2003
Personal,1,Maneuvering,2003
Business,1,Approach,2003
Instructional,1,Cruise,2003
,1,Approach,2003
Personal,5,Cruise,2003
Personal,1,Approach,2003
Personal,2,Maneuvering,2003
Personal,1,Maneuvering,2003
Business,1,Go-around,2003
Personal,1,Maneuvering,2003
Instructional,2,Takeoff,2003
Personal,1,Cruise,2003
Personal,2,Cruise,2003
Personal,1,Cruise,2003
Instructional,2,Takeoff,2003
Personal,1,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Maneuvering,2003
Business,2,Maneuvering,2003
Other Work Use,1,Maneuvering,2003
Other Work Use,3,Takeoff,2003
Personal,3,Maneuvering,2003
Public Aircraft,2,Cruise,2003
Flight Test,1,Takeoff,2003
Personal,4,Cruise,2003
Personal,1,Approach,2003
,1,Approach,2003
,1,Cruise,2003
Personal,1,Maneuvering,2003
Personal,1,Takeoff,2003
Instructional,2,Maneuvering,2003
Personal,2,Approach,2003
Positioning,2,Approach,2003
Personal,1,Approach,2003
Personal,2,Cruise,2003
Personal,1,Takeoff,2003
Personal,1,Approach,2003
Personal,2,Approach,2003
Executive/corporate,2,Climb,2003
Personal,1,Maneuvering,2003
Business,4,Maneuvering,2003
Personal,1,Approach,2003
Instructional,2,Takeoff,2003
Personal,2,Maneuvering,2003
Personal,2,Unknown,2003
Personal,2,Takeoff,2003
Personal,1,Cruise,2003
Personal,1,Descent,2003
Personal,4,Cruise,2003
Personal,1,Takeoff,2003
Personal,2,Climb,2003
Personal,2,Landing,2003
Personal,1,Maneuvering,2003
Personal,2,Maneuvering,2003
Personal,2,Approach,2003
Positioning,3,Cruise,2003
Executive/corporate,2,Climb,2003
Instructional,5,Go-around,2003
Personal,6,Takeoff,2003
Personal,1,Standing,2003
Personal,1,Approach,2003
Personal,1,Cruise,2003
Instructional,4,Maneuvering,2003
Personal,1,Cruise,2003
Personal,1,Cruise,2004
Unknown,4,Maneuvering,2004
Personal,2,Takeoff,2004
Instructional,2,Approach,2004
Personal,1,Cruise,2004
Positioning,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,2,Cruise,2004
Flight Test,2,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Climb,2004
Personal,1,Approach,2004
Instructional,2,Takeoff,2004
Personal,1,Landing,2004
Instructional,2,Approach,2004
Personal,2,Approach,2004
,1,Cruise,2004
Personal,2,Climb,2004
Personal,1,Landing,2004
Personal,1,Maneuvering,2004
Personal,2,Descent,2004
Personal,1,Cruise,2004
Positioning,3,Cruise,2004
Personal,1,Cruise,2004
Personal,3,Approach,2004
Personal,1,Go-around,2004
Personal,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,2,Maneuvering,2004
Aerial Observation,1,Cruise,2004
Flight Test,2,Maneuvering,2004
Personal,2,Cruise,2004
Positioning,3,Descent,2004
Personal,1,Cruise,2004
Personal,1,Cruise,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Approach,2004
Personal,1,Cruise,2004
Personal,1,Takeoff,2004
Instructional,2,Landing,2004
Personal,2,Maneuvering,2004
Personal,2,Maneuvering,2004
Personal,2,Maneuvering,2004
Personal,2,Approach,2004
Instructional,1,Taxi,2004
Personal,1,Cruise,2004
Public Aircraft,1,Approach,2004
Personal,2,Go-around,2004
Personal,2,Takeoff,2004
Instructional,1,Maneuvering,2004
Personal,6,Cruise,2004
Personal,2,Takeoff,2004
,4,Cruise,2004
,1,Cruise,2004
Personal,1,Cruise,2004
Personal,3,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,2,Approach,2004
Personal,2,Takeoff,2004
Personal,1,Takeoff,2004
Personal,1,Takeoff,2004
Personal,1,Takeoff,2004
Personal,2,Takeoff,2004
Personal,1,Cruise,2004
Personal,1,Standing,2004
Personal,2,Cruise,2004
Personal,3,Approach,2004
Aerial Application,1,Maneuvering,2004
Personal,1,Approach,2004
Business,4,Takeoff,2004
Personal,2,Approach,2004
,1,Cruise,2004
Personal,1,Cruise,2004
Personal,3,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,1,Maneuvering,2004
,1,Maneuvering,2004
Personal,2,Approach,2004
Personal,1,Landing,2004
Personal,1,Approach,2004
Personal,1,Cruise,2004
Personal,1,Takeoff,2004
Personal,2,Cruise,2004
Personal,1,Approach,2004
,1,Standing,2004
Other Work Use,1,Maneuvering,2004
Instructional,3,Maneuvering,2004
Public Aircraft,1,Cruise,2004
,1,Approach,2004
Business,1,Takeoff,2004
Personal,4,Cruise,2004
Personal,1,Approach,2004
Positioning,1,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Landing,2004
Business,1,Approach,2004
Positioning,1,Cruise,2004
Personal,1,Maneuvering,2004
Personal,1,Approach,2004
Personal,3,Cruise,2004
Personal,2,Approach,2004
Personal,1,Takeoff,2004
Public Aircraft,1,Cruise,2004
Personal,2,Takeoff,2004
Personal,1,Takeoff,2004
Air Race/show,1,Maneuvering,2004
Personal,1,Approach,2004
Personal,2,Takeoff,2004
Personal,2,Maneuvering,2004
Business,3,Cruise,2004
Personal,2,Approach,2004
Personal,4,Approach,2004
Other Work Use,1,Climb,2004
Personal,1,Takeoff,2004
Personal,1,Cruise,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Cruise,2004
Personal,1,Maneuvering,2004
Personal,1,Landing,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,2,Maneuvering,2004
Glider Tow,1,Takeoff,2004
Positioning,2,Cruise,2004
,1,Go-around,2004
Unknown,1,Climb,2004
Personal,1,Go-around,2004
Personal,4,Cruise,2004
Public Aircraft,1,Maneuvering,2004
Personal,1,Unknown,2004
Positioning,2,Descent,2004
Personal,2,Maneuvering,2004
Personal,1,Approach,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Cruise,2004
Personal,1,Descent,2004
Personal,2,Takeoff,2004
Personal,1,Takeoff,2004
,3,Cruise,2004
Personal,1,Cruise,2004
Business,2,Maneuvering,2004
Personal,3,Cruise,2004
Personal,2,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,1,Cruise,2004
Instructional,1,Approach,2004
Unknown,2,Maneuvering,2004
Personal,2,Approach,2004
Personal,1,Climb,2004
Personal,2,Descent,2004
,1,Cruise,2004
,4,Takeoff,2004
Personal,1,Takeoff,2004
Instructional,2,Maneuvering,2004
Personal,4,Maneuvering,2004
Personal,1,Approach,2004
Personal,3,Maneuvering,2004
Positioning,1,Cruise,2004
Instructional,1,Landing,2004
Business,5,Landing,2004
Personal,4,Cruise,2004
Flight Test,1,Cruise,2004
Personal,1,Maneuvering,2004
Personal,3,Climb,2004
Personal,4,Landing,2004
Personal,1,Maneuvering,2004
Personal,2,Maneuvering,2004
Instructional,2,Maneuvering,2004
Personal,1,Approach,2004
Personal,4,Maneuvering,2004
Personal,2,Cruise,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,1,Cruise,2004
Instructional,1,Cruise,2004
Personal,5,Takeoff,2004
Personal,1,Climb,2004
Business,6,Takeoff,2004
Aerial Application,1,Maneuvering,2004
Business,3,Approach,2004
Flight Test,2,Maneuvering,2004
Personal,2,Maneuvering,2004
Personal,2,Cruise,2004
Personal,2,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Approach,2004
Personal,2,Maneuvering,2004
Public Aircraft,1,Maneuvering,2004
Aerial Application,1,Maneuvering,2004
Aerial Application,1,Maneuvering,2004
Positioning,1,Cruise,2004
Unknown,1,Other,2004
,1,Approach,2004
Business,1,Cruise,2004
Personal,2,Cruise,2004
Personal,1,Takeoff,2004
Public Aircraft,1,Maneuvering,2004
,2,Cruise,2004
Personal,3,Takeoff,2004
Personal,1,Maneuvering,2004
Personal,1,Takeoff,2004
Positioning,1,Cruise,2004
,5,Cruise,2004
Personal,1,Maneuvering,2004
Personal,2,Takeoff,2004
Personal,3,Cruise,2004
Unknown,2,,2004
Personal,2,Takeoff,2004
Business,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,2,Maneuvering,2004
Instructional,2,Maneuvering,2004
Personal,2,Maneuvering,2004
Personal,1,Approach,2004
Personal,2,Unknown,2004
Aerial Application,1,Maneuvering,2004
Personal,2,Takeoff,2004
Personal,2,Approach,2004
Personal,1,Takeoff,2004
,1,Descent,2004
Personal,2,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,1,Approach,2004
Aerial Application,2,Maneuvering,2004
Personal,1,Approach,2004
Personal,1,Maneuvering,2004
Personal,1,Cruise,2004
Personal,4,Go-around,2004
Positioning,1,Maneuvering,2004
Personal,4,Maneuvering,2004
Public Aircraft,1,Maneuvering,2004
Personal,2,Takeoff,2004
Personal,1,Maneuvering,2004
Public Aircraft,3,Cruise,2004
,5,Unknown,2004
Instructional,2,Maneuvering,2004
Personal,4,Takeoff,2004
Personal,2,Descent,2004
Aerial Observation,5,Maneuvering,2004
Unknown,1,Other,2004
Personal,1,Takeoff,2004
Personal,1,Takeoff,2004
,1,Cruise,2004
Instructional,2,Maneuvering,2004
Personal,3,Takeoff,2004
Air Race/show,1,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,2,Cruise,2004
Personal,2,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Maneuvering,2004
Personal,3,Maneuvering,2004
Positioning,2,Cruise,2004
Business,1,Takeoff,2004
Personal,1,Maneuvering,2004
Air Race/show,1,Maneuvering,2004
Personal,1,Maneuvering,2004
Flight Test,1,Takeoff,2004
Personal,1,Cruise,2004
Personal,2,Climb,2004
Personal,2,Climb,2004
,13,Approach,2004
Positioning,3,Cruise,2004
Personal,1,Cruise,2004
Personal,2,Cruise,2004
Personal,2,Climb,2004
Personal,1,Takeoff,2004
Personal,1,Maneuvering,2004
Positioning,5,Takeoff,2004
Executive/corporate,10,Go-around,2004
Personal,1,Maneuvering,2004
Business,1,Cruise,2004
Personal,1,Approach,2004
Personal,2,Maneuvering,2004
Flight Test,1,Maneuvering,2004
Personal,2,Cruise,2004
Other Work Use,1,Takeoff,2004
Business,4,Takeoff,2004
Personal,1,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Approach,2004
Personal,3,Cruise,2004
Skydiving,1,Takeoff,2004
Personal,2,Climb,2004
Personal,4,Cruise,2004
Other Work Use,1,Takeoff,2004
Personal,1,Landing,2004
Personal,2,Climb,2004
Positioning,1,Approach,2004
Ferry,1,Maneuvering,2004
Personal,1,Maneuvering,2004
Personal,1,Approach,2004
Personal,1,Takeoff,2004
Business,3,Cruise,2004
Personal,1,Cruise,2004
Personal,1,Approach,2004
Personal,2,Cruise,2004
Personal,1,Approach,2004
Personal,3,Cruise,2004
Personal,5,Approach,2004
Aerial Observation,3,Maneuvering,2004
Personal,1,Maneuvering,2004
Positioning,3,Approach,2004
Personal,2,Approach,2004
Personal,2,Maneuvering,2004
Personal,2,Takeoff,2004
Instructional,2,Cruise,2004
,3,Takeoff,2004
Ferry,2,Standing,2004
Business,5,Takeoff,2004
Personal,2,Maneuvering,2004
Personal,3,Maneuvering,2004
Personal,1,Takeoff,2004
Personal,1,Maneuvering,2004
,2,Approach,2004
,1,Approach,2004
,1,Takeoff,2004
Business,2,Maneuvering,2004
Other Work Use,1,Cruise,2004
Personal,2,Approach,2004
Business,3,Approach,2004
,2,Takeoff,2004
Personal,2,Maneuvering,2004
Positioning,1,Approach,2004
Personal,2,Cruise,2004
Personal,1,Takeoff,2004
,1,Maneuvering,2004
Instructional,3,Takeoff,2004
Personal,2,Approach,2004
Personal,2,Cruise,2004
Personal,1,Maneuvering,2004
Personal,5,Cruise,2004
Personal,1,Cruise,2004
Personal,3,Maneuvering,2004
Other Work Use,1,Maneuvering,2004
Positioning,1,Descent,2004
Personal,2,Cruise,2004
Personal,2,Maneuvering,2005
Positioning,1,Cruise,2005
Personal,4,Cruise,2005
Personal,1,Cruise,2005
Personal,1,Approach,2005
Business,1,Takeoff,2005
Personal,2,Go-around,2005
Positioning,2,Cruise,2005
Personal,1,Approach,2005
Personal,2,Approach,2005
Personal,1,Maneuvering,2005
Instructional,1,Cruise,2005
Personal,2,Takeoff,2005
Positioning,3,Approach,2005
Personal,1,Approach,2005
Unknown,1,Landing,2005
,1,Cruise,2005
Personal,1,Takeoff,2005
Personal,2,Takeoff,2005
Personal,1,Unknown,2005
Personal,1,Landing,2005
Personal,1,Maneuvering,2005
Personal,2,Maneuvering,2005
Personal,1,Standing,2005
Ferry,1,Cruise,2005
Personal,3,Cruise,2005
Personal,2,Maneuvering,2005
Personal,5,Descent,2005
Personal,2,Approach,2005
Personal,1,Go-around,2005
Personal,1,Descent,2005
Personal,1,Approach,2005
Business,4,Cruise,2005
Positioning,1,Takeoff,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Personal,1,Climb,2005
Instructional,2,Approach,2005
Personal,3,Cruise,2005
Personal,1,Takeoff,2005
,2,Cruise,2005
Personal,2,Maneuvering,2005
Personal,2,Approach,2005
Personal,2,Cruise,2005
Personal,2,Takeoff,2005
Executive/corporate,8,Approach,2005
Aerial Application,1,Takeoff,2005
,1,Maneuvering,2005
Personal,2,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,1,Maneuvering,2005
Personal,2,Takeoff,2005
Instructional,3,Maneuvering,2005
Personal,2,Maneuvering,2005
Personal,1,Landing,2005
Personal,2,Approach,2005
Personal,1,Approach,2005
Aerial Application,3,Maneuvering,2005
Personal,3,Landing,2005
Personal,2,Approach,2005
Personal,2,Cruise,2005
Personal,6,Approach,2005
Personal,2,Takeoff,2005
Personal,2,Maneuvering,2005
Personal,3,Takeoff,2005
Personal,1,Maneuvering,2005
Personal,1,Descent,2005
Personal,2,Takeoff,2005
Personal,1,Cruise,2005
Personal,2,Approach,2005
Other Work Use,1,Maneuvering,2005
Personal,2,Climb,2005
Personal,3,Cruise,2005
Personal,1,Landing,2005
Personal,2,Go-around,2005
Personal,3,Maneuvering,2005
Personal,1,Landing,2005
Instructional,2,Maneuvering,2005
Personal,1,Cruise,2005
Personal,2,Approach,2005
Other Work Use,1,Climb,2005
Personal,1,Maneuvering,2005
Personal,1,Landing,2005
Instructional,3,Maneuvering,2005
Skydiving,1,Approach,2005
Instructional,2,Approach,2005
Personal,1,Cruise,2005
Personal,2,Maneuvering,2005
Aerial Observation,2,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,1,Descent,2005
Unknown,2,Climb,2005
Personal,1,Cruise,2005
Personal,1,Approach,2005
Instructional,2,Maneuvering,2005
Personal,4,Cruise,2005
Personal,2,Cruise,2005
Personal,2,Maneuvering,2005
Personal,1,Takeoff,2005
Aerial Application,1,Maneuvering,2005
Personal,2,Maneuvering,2005
Personal,1,Takeoff,2005
Personal,2,Maneuvering,2005
Personal,2,Cruise,2005
Aerial Application,1,Maneuvering,2005
Personal,2,Cruise,2005
Instructional,4,Maneuvering,2005
Personal,1,Takeoff,2005
Instructional,1,Maneuvering,2005
Banner Tow,2,Maneuvering,2005
Personal,4,Takeoff,2005
Personal,2,Cruise,2005
Personal,1,Unknown,2005
Aerial Observation,1,Cruise,2005
Personal,1,Maneuvering,2005
Personal,1,Approach,2005
Personal,1,Takeoff,2005
Personal,1,Go-around,2005
Personal,2,Takeoff,2005
,1,Standing,2005
Personal,1,Go-around,2005
